product_id,name,category,price,stock_quantity
2274,Smartphone,Electronics,703.4,92
7284,Smartwatch,Electronics,476.78,18
6307,Smartphone,Accessories,838.13,98
1098,Headphones,Accessories,404.69,2
2982,Headphones,Electronics,629.2,72
9083,Smartwatch,Gadgets,570.29,18
3650,Smartwatch,Accessories,854.84,16
4859,Smartphone,Accessories,294.39,84
7532,Smartphone,Gadgets,703.39,28
1854,Laptop,Accessories,108.04,74
9701,Tablet,Electronics,226.64,35
9710,Smartphone,Gadgets,815.15,20
9945,Laptop,Gadgets,439.52,51
5021,Smartphone,Accessories,867.22,99
3606,Laptop,Electronics,214.06,45
1208,Smartwatch,Electronics,360.25,25
5557,Smartwatch,Gadgets,868.61,20
5306,Smartwatch,Accessories,390.89,56
1427,Smartphone,Accessories,156.66,50
2807,Tablet,Electronics,304.28,10
8684,Tablet,Electronics,696.71,59
8848,Smartphone,Gadgets,692.92,81
7221,Laptop,Gadgets,728.74,47
8345,Headphones,Accessories,159.29,31
3041,Laptop,Accessories,313.47,12
6230,Headphones,Electronics,807.79,64
7539,Smartwatch,Gadgets,682.36,42
3644,Smartphone,Gadgets,662.09,48
8942,Laptop,Gadgets,381.37,72
3037,Laptop,Accessories,220.49,24
4048,Laptop,Gadgets,859.87,99
3533,Tablet,Electronics,530.1,16
1285,Tablet,Electronics,181.52,60
9483,Laptop,Accessories,162.96,23
6480,Smartwatch,Gadgets,508.85,73
1950,Headphones,Electronics,82.84,65
9405,Smartphone,Electronics,589.81,86
4348,Headphones,Gadgets,144.08,13
2516,Headphones,Gadgets,234.85,64
8131,Laptop,Accessories,469.07,24
3893,Headphones,Accessories,467.49,28
1782,Tablet,Accessories,45.32,28
5163,Smartwatch,Gadgets,828.23,44
7016,Laptop,Electronics,266.18,80
3874,Smartwatch,Gadgets,90.28,20
4613,Headphones,Accessories,752.47,88
1006,Headphones,Accessories,240.16,75
1276,Headphones,Gadgets,727.76,95
9757,Smartwatch,Gadgets,713.57,36
9410,Smartwatch,Gadgets,196.3,19
4686,Tablet,Accessories,245.94,27
3334,Tablet,Electronics,438.58,66
2023,Smartphone,Gadgets,457.17,67
5476,Tablet,Electronics,910.52,6
2534,Smartphone,Electronics,512.43,95
6072,Laptop,Electronics,405.95,26
9756,Tablet,Electronics,563.41,28
5210,Smartphone,Gadgets,652.89,83
8909,Laptop,Gadgets,708.41,63
4283,Smartphone,Accessories,288.98,94
8330,Tablet,Accessories,75.26,33
6871,Smartwatch,Gadgets,826.97,39
3125,Tablet,Accessories,179.89,51
3007,Tablet,Accessories,325.2,95
6087,Smartphone,Gadgets,600.59,81
9334,Smartwatch,Electronics,953.99,92
9818,Smartphone,Accessories,809.37,93
2884,Tablet,Accessories,18.88,32
9214,Tablet,Gadgets,832.06,35
9710,Smartwatch,Gadgets,91.66,35
2795,Smartphone,Gadgets,707.17,23
8732,Laptop,Accessories,221.52,66
5873,Laptop,Accessories,611.09,20
6576,Laptop,Gadgets,852.56,46
9423,Laptop,Electronics,707.27,89
3193,Smartwatch,Gadgets,75.93,48
3660,Smartwatch,Electronics,989.18,17
3806,Smartwatch,Gadgets,609.5,63
7877,Tablet,Accessories,705.92,13
7519,Tablet,Accessories,166.92,51
4420,Smartphone,Gadgets,65.23,47
6223,Headphones,Gadgets,509.04,23
8270,Smartphone,Electronics,641.46,83
6027,Smartphone,Electronics,778.93,38
3832,Tablet,Accessories,652.71,39
1598,Smartwatch,Electronics,59.38,68
2153,Headphones,Gadgets,720.35,36
6304,Laptop,Electronics,135.43,41
2146,Headphones,Gadgets,127.34,19
2970,Tablet,Accessories,853.75,2
4210,Headphones,Gadgets,639.9,95
2906,Tablet,Accessories,828.55,99
6778,Laptop,Electronics,839.62,99
3394,Laptop,Gadgets,521.43,27
8894,Smartwatch,Accessories,423.36,99
3960,Tablet,Gadgets,349.97,61
9730,Smartwatch,Gadgets,10.73,91
5637,Smartphone,Gadgets,903.17,34
2206,Headphones,Accessories,567.11,8
9225,Tablet,Gadgets,324.46,35
9428,Laptop,Electronics,935.84,68
5202,Laptop,Gadgets,780.69,4
2619,Headphones,Electronics,727.54,2
7999,Tablet,Accessories,441.43,2
4142,Smartphone,Accessories,985.42,98
7388,Headphones,Gadgets,598.75,11
6381,Headphones,Accessories,86.66,45
6249,Smartwatch,Accessories,145.59,94
1164,Tablet,Gadgets,742.01,98
7535,Laptop,Accessories,947.39,33
4638,Tablet,Gadgets,756.62,46
2888,Tablet,Accessories,977.16,90
6959,Headphones,Electronics,483.19,42
7519,Smartphone,Accessories,649.0,89
8157,Tablet,Gadgets,665.07,86
3159,Smartwatch,Electronics,714.85,82
4007,Tablet,Electronics,491.07,41
7626,Tablet,Electronics,285.16,23
3333,Laptop,Electronics,902.72,97
9097,Tablet,Gadgets,601.15,62
2737,Smartwatch,Accessories,497.63,99
9326,Smartwatch,Gadgets,68.17,21
8861,Smartphone,Gadgets,479.04,76
6672,Laptop,Accessories,649.28,44
2076,Smartwatch,Accessories,140.16,16
7618,Tablet,Electronics,351.21,96
9785,Laptop,Accessories,598.46,36
3064,Headphones,Accessories,485.03,39
8827,Headphones,Gadgets,791.31,7
5289,Laptop,Electronics,438.83,62
2766,Smartphone,Electronics,404.14,75
5850,Headphones,Electronics,691.27,42
2423,Smartphone,Electronics,764.45,33
4701,Tablet,Accessories,894.8,3
2343,Smartwatch,Gadgets,21.1,68
5291,Tablet,Accessories,705.91,35
8077,Smartwatch,Gadgets,361.3,74
5982,Laptop,Electronics,965.63,55
3290,Headphones,Electronics,885.86,22
2206,Headphones,Accessories,136.69,22
3752,Headphones,Gadgets,654.84,24
2267,Headphones,Electronics,844.31,67
5283,Laptop,Accessories,599.47,3
1014,Smartwatch,Accessories,457.1,56
5186,Headphones,Electronics,898.46,57
7451,Tablet,Electronics,862.81,25
7524,Headphones,Gadgets,324.87,57
1716,Laptop,Gadgets,649.28,20
6885,Smartwatch,Electronics,162.58,38
1980,Smartphone,Electronics,222.21,68
4323,Smartphone,Electronics,104.02,18
9779,Tablet,Gadgets,598.34,62
3843,Headphones,Electronics,263.46,45
1430,Smartphone,Accessories,22.33,24
8954,Laptop,Electronics,129.39,92
8058,Smartwatch,Accessories,100.41,62
5388,Smartphone,Electronics,122.79,46
1657,Tablet,Gadgets,246.52,52
8847,Headphones,Electronics,449.05,87
8570,Smartwatch,Accessories,396.02,77
4426,Tablet,Gadgets,888.49,41
9248,Smartwatch,Accessories,493.26,13
9779,Smartphone,Accessories,544.28,76
1395,Smartphone,Electronics,677.5,43
8665,Headphones,Gadgets,63.97,31
9276,Smartwatch,Electronics,872.65,9
6824,Headphones,Gadgets,215.46,38
4839,Smartphone,Gadgets,298.41,78
6553,Smartphone,Gadgets,973.31,16
4945,Smartphone,Gadgets,313.24,64
3811,Headphones,Electronics,557.37,3
6726,Smartwatch,Accessories,964.88,42
7852,Tablet,Gadgets,454.44,64
3189,Tablet,Accessories,716.75,13
8351,Smartphone,Electronics,288.87,81
8804,Smartphone,Gadgets,325.13,91
2712,Headphones,Electronics,173.92,31
4564,Laptop,Accessories,224.62,60
4058,Tablet,Gadgets,118.96,15
6124,Smartphone,Gadgets,738.43,54
6109,Headphones,Accessories,112.93,33
6167,Smartwatch,Accessories,295.87,33
1587,Tablet,Accessories,823.44,97
6247,Laptop,Accessories,863.07,62
4586,Laptop,Gadgets,817.58,92
7296,Laptop,Electronics,475.52,34
8931,Smartphone,Electronics,805.61,9
4407,Laptop,Gadgets,212.67,41
3548,Smartwatch,Gadgets,353.15,93
5240,Laptop,Gadgets,175.81,3
8440,Smartwatch,Electronics,272.88,53
8218,Tablet,Electronics,438.64,47
7547,Smartwatch,Electronics,172.45,40
9631,Headphones,Accessories,182.08,75
4475,Smartwatch,Gadgets,785.58,26
3258,Smartwatch,Accessories,807.63,96
4517,Smartphone,Accessories,136.49,78
4754,Smartwatch,Accessories,685.55,98
2810,Laptop,Accessories,444.91,89
9735,Smartphone,Electronics,583.5,16
6584,Smartwatch,Electronics,604.02,73
6383,Laptop,Electronics,431.05,47
1559,Laptop,Electronics,988.7,69
3165,Smartwatch,Accessories,489.91,8
2581,Smartwatch,Gadgets,791.05,68
8739,Headphones,Electronics,132.8,24
7566,Laptop,Electronics,69.87,25
9548,Smartphone,Gadgets,674.66,94
3695,Smartphone,Accessories,194.21,84
6944,Smartwatch,Electronics,425.17,51
6549,Smartphone,Gadgets,631.5,49
5490,Smartphone,Accessories,988.9,92
3089,Smartwatch,Gadgets,476.74,10
5560,Headphones,Electronics,89.89,68
7645,Smartphone,Gadgets,615.3,67
6430,Smartphone,Electronics,327.89,83
2569,Tablet,Accessories,111.86,31
8305,Smartphone,Gadgets,983.04,25
3411,Tablet,Gadgets,662.96,67
1825,Tablet,Accessories,380.71,38
3275,Laptop,Accessories,314.13,39
9434,Tablet,Accessories,606.94,73
9888,Laptop,Electronics,377.5,14
9054,Tablet,Gadgets,541.81,100
9266,Smartwatch,Gadgets,528.87,26
2708,Smartwatch,Electronics,972.72,7
8420,Headphones,Accessories,982.85,73
7574,Smartphone,Accessories,723.02,37
4918,Tablet,Gadgets,241.58,15
8954,Laptop,Accessories,74.73,96
3481,Headphones,Accessories,951.8,43
6982,Smartwatch,Accessories,647.52,48
9127,Laptop,Gadgets,551.44,90
1814,Smartphone,Electronics,264.69,52
5583,Smartphone,Accessories,902.48,47
5497,Tablet,Gadgets,17.98,94
2064,Smartwatch,Electronics,289.1,30
9753,Tablet,Gadgets,128.38,7
7365,Tablet,Gadgets,507.74,22
1707,Tablet,Accessories,894.09,28
9396,Tablet,Electronics,659.93,95
1555,Smartphone,Gadgets,412.38,4
8919,Smartwatch,Accessories,425.39,41
1304,Smartwatch,Gadgets,615.27,39
5796,Smartphone,Electronics,749.33,44
7439,Smartwatch,Electronics,826.47,43
3504,Headphones,Electronics,331.19,96
2939,Laptop,Accessories,452.8,55
1924,Headphones,Accessories,285.77,56
7511,Smartwatch,Electronics,961.78,94
4182,Smartwatch,Gadgets,791.8,87
4988,Smartphone,Accessories,600.23,56
1021,Headphones,Gadgets,758.65,34
2976,Smartwatch,Accessories,347.81,61
2246,Tablet,Electronics,373.75,47
6133,Smartphone,Accessories,645.8,22
9760,Laptop,Electronics,651.3,59
2545,Smartwatch,Electronics,893.0,4
8516,Smartphone,Electronics,460.34,90
9199,Tablet,Accessories,840.95,3
7978,Headphones,Gadgets,888.63,30
5886,Smartphone,Electronics,610.64,10
2801,Smartphone,Gadgets,600.28,11
2283,Smartphone,Gadgets,653.23,45
2462,Headphones,Electronics,885.62,81
2509,Smartwatch,Electronics,235.94,47
4306,Tablet,Gadgets,167.74,27
2680,Tablet,Electronics,754.14,68
3613,Laptop,Electronics,673.64,99
9840,Smartwatch,Gadgets,777.1,70
2205,Headphones,Accessories,889.06,24
6447,Laptop,Electronics,320.28,99
7075,Smartwatch,Electronics,412.43,83
4311,Smartwatch,Electronics,423.36,4
1541,Laptop,Accessories,253.09,74
1934,Tablet,Accessories,96.19,5
5341,Smartphone,Accessories,410.47,93
5451,Headphones,Gadgets,921.6,9
3641,Smartwatch,Accessories,522.87,47
7705,Smartphone,Electronics,129.34,25
6488,Smartphone,Electronics,213.02,100
5554,Laptop,Accessories,951.12,64
5256,Laptop,Gadgets,115.69,59
8927,Smartphone,Gadgets,546.56,32
7562,Tablet,Accessories,528.33,54
4405,Headphones,Electronics,666.7,99
6056,Smartphone,Accessories,832.3,85
6786,Smartwatch,Gadgets,123.44,52
2501,Laptop,Gadgets,974.55,17
5137,Smartphone,Electronics,65.41,76
7713,Laptop,Gadgets,313.75,49
4121,Smartwatch,Gadgets,884.42,37
8299,Laptop,Gadgets,728.61,70
7237,Smartphone,Accessories,466.39,62
7461,Smartphone,Electronics,904.94,48
8739,Headphones,Accessories,131.98,5
5058,Smartwatch,Accessories,622.03,37
9373,Tablet,Electronics,957.21,87
4555,Headphones,Electronics,278.87,97
1548,Smartphone,Gadgets,463.09,55
